outcome_datasets	outcome_trait	num_assoc_loci	outcome_trait_efo	outcome_data_source
NEALE2_22506_114	Never smoked | tobacco smoking	5	NA	UK Biobank
NEALE2_3536_raw	Age started hormone-replacement therapy (hrt)	5	EFO_0003961	UK Biobank
NEALE2_41231_1	General episode | hospital episode type	5	NA	UK Biobank
NEALE2_4291	Number of attempts	5	NA	UK Biobank
NEALE2_6148_4	Cataract | eye problems/disorders	5	EFO_0001059	UK Biobank
NEALE2_6151_5	Wrist | fractured bone site(s)	5	NA	UK Biobank
NEALE2_6153_3	Insulin | medication for cholesterol, blood pressure, diabetes, or take exogenous hormones	5	CHEBI_5931	UK Biobank
NEALE2_6179_100	None of the above | mineral and other dietary supplements	5	NA	UK Biobank
NEALE2_874_raw	Duration of walks	5	NA	UK Biobank
SAIGE_189_21	Malignant neoplasm of bladder	5	NA	UK Biobank
SAIGE_250_1	Type 1 diabetes	5	EFO_0001359	UK Biobank
SAIGE_716_2	Unspecified monoarthritis	5	NA	UK Biobank
SAIGE_716_9	Arthropathy nos	5	NA	UK Biobank
FINNGEN_R5_ASTHMA_EOSINOPHIL_SUGG	Suggestive for eosinophilic asthma	5	EFO_0000270	FinnGEN
NEALE2_20111_9	Diabetes | illnesses of siblings	5	EFO_0000400	UK Biobank
FINNGEN_R5_DM_HYPOGLYC	Diabetic hypoglycemia	4	EFO_0000400, HP_0001943	FinnGEN
GCST006810	Self-reported risk-taking behaviour	5	EFO_0008579	GWAS Catalog
NEALE2_4946	Identify largest number | fi2	5	EFO_0004337	UK Biobank
GCST010776	COVID-19 (RELEASE 4)	5	MONDO_0100096	GWAS Catalog
GCST011074	COVID-19 (RELEASE 5)	5	MONDO_0100096	GWAS Catalog
GCST011081	COVID-19 (hospitalized vs population) RELEASE 5	5	MONDO_0100096	GWAS Catalog
FINNGEN_R5_J10_PERITONSABSC	Peritonsillar abscess	6	EFO_0007429	FinnGEN
SAIGE_286	Coagulation defects	5	EFO_0009314	UK Biobank
FINNGEN_R5_D3_COAGDEFNAS	Other and unspecified coagulation defects	19	EFO_0009314	FinnGEN
FINNGEN_R5_D3_COAGOTHER	Other coagulation defects	25	EFO_0009314	FinnGEN
FINNGEN_R5_FG_CARDMYO	Cardiomyopathy (excluding other)	16	EFO_0000318	FinnGEN
FINNGEN_R5_FG_CEREBVASC	Cerebrovascular diseases (FINNGEN)	1	EFO_0003763	FinnGEN
FINNGEN_R5_I9_ATHSCLE	Atherosclerosis, excluding cerebral, coronary and PAD	4	EFO_0003914	FinnGEN
FINNGEN_R5_I9_CARDMPRI	Cardiomyopathies, Primary/intrinsic	16	MONDO_0000591	FinnGEN
FINNGEN_R5_I9_HYPTENSHD	Hypertensive Heart Disease	2	MONDO_0001302	FinnGEN
FINNGEN_R5_I9_OTHARR	Other arrhytmias	3	EFO_0004269	FinnGEN
FINNGEN_R5_I9_PHLETHROM	Phlebitis and thrombophlebitis (not including DVT)	16	EFO_1001395, HP_0004418	FinnGEN
FINNGEN_R5_I9_PULMEMB	Pulmonary embolism	6	EFO_0003827	FinnGEN
FINNGEN_R5_SLEEP	Sleep disorders (combined)	3	EFO_0008568	FinnGEN
GCST004692	Amyotrophic lateral sclerosis	5	MONDO_0004976	GWAS Catalog
NEALE2_2050	Frequency of depressed mood in last 2 weeks	5	EFO_0004247	UK Biobank
SAIGE_594_1	Calculus of kidney	5	EFO_0004253	UK Biobank
FINNGEN_R5_DM_NEPHROPATHY	Diabetic nephropathy	3	EFO_0000401	FinnGEN
FINNGEN_R5_WET_AMD	Wet age-related macular degeneration	10	EFO_0004683	FinnGEN
SAIGE_366_2	Senile cataract	5	MONDO_0004847	UK Biobank
FINNGEN_R5_DM_MACULOPATHY	Diabetic maculopathy	6	EFO_0010133	FinnGEN
FINNGEN_R5_DM_MACULOPATHY_EXMORE	Diabetic maculopathy (more control exclusions)	6	EFO_0010133	FinnGEN
FINNGEN_R5_DM_RETINA_PROLIF	Proliferative diabetic retinopathy	10	EFO_0009322	FinnGEN
FINNGEN_R5_H7_AMD	Age-related macular degeneration (whether dry or wet)	13	EFO_0001365	FinnGEN
FINNGEN_R5_H7_HEREDRETINADYST	Hereditary retinal dystrophy	29	Orphanet_71862	FinnGEN
FINNGEN_R5_H7_MACULOPATHYDIAB	Diabetic maculopathy	6	EFO_0010133	FinnGEN
FINNGEN_R5_H7_RETINALDISOTH	Other retinal disorders	7	EFO_0003839	FinnGEN
FINNGEN_R5_H7_RETINOPATHYDIAB	Diabetic retinopathy	8	EFO_0003770	FinnGEN
SAIGE_241_2	Nontoxic multinodular goiter	5	MONDO_0001658	UK Biobank
FINNGEN_R5_E4_GOITRENAS	Other and/or unspecified nontoxic goitre	4	MONDO_0001658	FinnGEN
FINNGEN_R5_ULCERNAS	Ulcerative colitis, NAS	5	EFO_0000729	FinnGEN
FINNGEN_R5_K11_APPENDACUT	Acute appendicitis	6	EFO_0007149	FinnGEN
FINNGEN_R5_K11_COELIAC	Coeliac disease	9	EFO_0001060	FinnGEN
FINNGEN_R5_C3_COLORECTAL_EXALLC	Colorectal cancer (controls excluding all cancers)	2	EFO_0005842	FinnGEN
FINNGEN_R5_O15_PREG_DM	Diabetes mellitus in pregnancy	6	EFO_0004593	FinnGEN
FINNGEN_R5_ALLERG_RHINITIS	Allergic rhinitis	4	EFO_0005854	FinnGEN
FINNGEN_R5_ILD	Interstitial lung disease	9	EFO_0004244	FinnGEN
FINNGEN_R5_J10_CHRONSINUSITIS	Chronic sinusitis	7	EFO_0007486	FinnGEN
FINNGEN_R5_J10_OTHERINSTPULM	Other insterstitial pulmonary diseases	10	EFO_0004244	FinnGEN
FINNGEN_R5_J10_VASOALLERRHIN	Vasomotor and allergic rhinitis	2	EFO_0005854, EFO_0007533	FinnGEN
FINNGEN_R5_N14_ENDOMETRIOSIS_PELVICPERITONEUM	Endometriosis of pelvic peritoneum	6	MONDO_0001285	FinnGEN
FINNGEN_R5_E4_PLASMAPROT	Disorders of plasma-protein metabolism, not elsewhere classified	10	MONDO_0002273	FinnGEN
FINNGEN_R5_M13_SPINSTENOSIS	Spinal stenosis	4	EFO_0007490	FinnGEN
FINNGEN_R5_PRIM_KNEEARTHROSIS	Primary gonarthrosis, bilateral	15	EFO_0004616	FinnGEN
SAIGE_274	Gout and other crystal arthropathies	5	EFO_0004274	UK Biobank
SAIGE_709	Diffuse diseases of connective tissue	5	EFO_1001986	UK Biobank
SAIGE_714_1	Rheumatoid arthritis	5	EFO_0000685	UK Biobank
FINNGEN_R5_M13_ANKYLOSPON	Ankylosing spondylitis	14	EFO_0003898	FinnGEN
GCST90060179	Diacylglycerol_34:1_[M+H-H2O]1+ levels	5	EFO_0010352	GWAS Catalog
GCST90060208	Diacylglycerol_36:3_[M+NH4]1+ levels	5	EFO_0020062	GWAS Catalog
GCST90060215	Ceramide_42:1_[M+H]1+ levels	5	EFO_0010226	GWAS Catalog
GCST90060218	Cholesteryl ester_18:3_[M+NH4]1+ levels	5	EFO_0010346	GWAS Catalog
GCST90060225	Sphingomyelin_32:1_[M+H]1+ levels	5	EFO_0010118	GWAS Catalog
GCST90060229	Sphingomyelin_33:1_[M+H]1+ levels	5	EFO_0010118	GWAS Catalog
GCST90060235	Sphingomyelin_34:2_[M+H]1+ levels	5	EFO_0010118	GWAS Catalog
GCST90060240	Diacylglycerol_44:7_[M+H-H2O]1+ levels	5	EFO_0020069	GWAS Catalog
GCST90060241	Sphingomyelin_34:0_[M+H]1+ levels	5	EFO_0010118	GWAS Catalog
GCST90060243	Phosphatidylcholine-O_31:0_[M+H]1+/Phosphatidylethanolamine-O_34:0_[M+H]1+ levels	5	EFO_0010226	GWAS Catalog
GCST90060244	Phosphatidylcholine-2O_32:0_[M+H]1+ levels	5	EFO_0010226	GWAS Catalog
GCST90060252	Sphingomyelin_35:1_[M+H]1+ levels	5	EFO_0010118	GWAS Catalog
GCST90060255	Phosphatidylcholine-O_32:0_[M+H]1+/Phosphatidylethanolamine-O_35:0_[M+H]1+ levels	5	EFO_0010226	GWAS Catalog
GCST90060277	Phosphatidylcholine-O_34:3_[M+H]1+/Phosphatidylcholine-P_34:2_[M+H]1+/Phosphatidylethanolamine-P_37:2_[M+H]1+ levels	5	EFO_0010226	GWAS Catalog
GCST90060281	Sphingomyelin_37:1_[M+H]1+ levels	5	EFO_0010118	GWAS Catalog
GCST90060326	Phosphatidylcholine-O_36:2_[M+H]1+/Phosphatidylcholine-P_36:1_[M+H]1+/Phosphatidylethanolamine-P_39:1_[M+H]1+ levels	5	EFO_0010226	GWAS Catalog
GCST90060328	Sphingomyelin_39:1_[M+H]1+ levels	5	EFO_0010118	GWAS Catalog
GCST90060332	Phosphatidylcholine-O_36:1_[M+H]1+/Phosphatidylcholine-P_36:0_[M+H]1+/Phosphatidylethanolamine-O_39:1_[M+H]1+ levels	5	EFO_0010226	GWAS Catalog
GCST90060385	Phosphatidylcholine-O_38:2_[M+H]1+/Phosphatidylcholine-P_38:1_[M+H]1+ levels	5	EFO_0010226	GWAS Catalog
GCST90060191	Diacylglycerol_36:2_[M+H-H2O]1+ levels	5	EFO_0020061	GWAS Catalog
FINNGEN_R5_R18_SYMPTOMS_SIGNS_INVOLVI_DIGES_SYSTEM_ABDOMEN	Symptoms and signs involving the digestive system and abdomen	1	HP_0025031	FinnGEN
FINNGEN_R5_G6_NEUATR	Systemic atrophies primarly affecting the central nervous system	9	HP_0007367	FinnGEN
FINNGEN_R5_H8_EAR	Diseases of the ear and mastoid process	3	HP_0000264, MONDO_0021205	FinnGEN
FINNGEN_R5_RX_PARACETAMOL_NSAID	Paracetamol of NSAID medication	8	GO_1901554	FinnGEN
FINNGEN_R5_AUD	Alcohol use disorder, ICD-based	3	MONDO_0002046	FinnGEN
FINNGEN_R5_FG_PULMHEART	Pulmonary heart disease	6	MONDO_0004596	FinnGEN
FINNGEN_R5_I9_PULMHEART	Pulmonary heart disease, diseases of pulmonary circulation	7	MONDO_0004596	FinnGEN
FINNGEN_R5_H7_ALLERGICCONJUNCTIVITIS	Allergic conjunctivitis	3	EFO_0007141	FinnGEN
FINNGEN_R5_K11_LIVER	Diseases of liver	7	EFO_0001421	FinnGEN
FINNGEN_R5_CD2_BENIGN_COLON	Benign neoplasm: Colon	4	EFO_0004288	FinnGEN
FINNGEN_R5_L12_SKIN	Diseases of the skin and subcutaneous tissue	9	EFO_0000701, MONDO_0019296	FinnGEN
FINNGEN_R5_J10_COPDNAS_INCLAVO	Other chronic obstructive pulmonary disease , including avohilmo	2	EFO_0000341	FinnGEN
NEALE2_20002_1617	Osteopenia | non-cancer illness code, self-reported	5	HP_0000938	UK Biobank
NEALE2_20003_1140866280	Bumetanide | treatment/medication code	5	EFO_0007010	UK Biobank
NEALE2_20002_1371	Sarcoidosis | non-cancer illness code, self-reported	5	Orphanet_797	UK Biobank
NEALE2_20002_1465	Osteoarthritis | non-cancer illness code, self-reported	5	EFO_0002506	UK Biobank
NEALE2_20002_1442	Helicobacter pylori | non-cancer illness code, self-reported	5	EFO_1000961	UK Biobank
NEALE2_20001_1059	Malignant melanoma | cancer code, self-reported	5	EFO_0000756	UK Biobank
NEALE2_20002_1313	Ankylosing spondylitis | non-cancer illness code, self-reported	5	EFO_0003898	UK Biobank
NEALE2_6159_6	Hip pain | pain type(s) experienced in last month	6	HP_0030838	UK Biobank
FINNGEN_R5_D3_ANAEMIA_B12_DEF	Vitamin B12 deficiency anaemia	4	EFO_0000734	FinnGEN
FINNGEN_R5_K11_DIAHER	Diaphragmatic hernia	5	EFO_0008561	FinnGEN
FINNGEN_R5_M13_DORSALGIA	Dorsalgia	7	HP_0003418	FinnGEN
GCST003484	Periodontal disease-related phenotype (Socransky)	6	EFO_0007780	GWAS Catalog
GCST004460	Eotaxin levels	6	EFO_0008122	GWAS Catalog
GCST004734	Heart rate variability traits (SDNN)	6	EFO_0008003	GWAS Catalog
GCST005061	Serum alkaline phosphatase levels	6	EFO_0004533	GWAS Catalog
GCST005065	Cholesterol, total	6	EFO_0004574	GWAS Catalog
GCST005067	C-reactive protein levels	6	EFO_0004458	GWAS Catalog
GCST006698	Parental longevity (both parents in top 10%)	6	EFO_0007796	GWAS Catalog
GCST90000289	Myocardial fractal dimension (slice 3)	6	EFO_0008205	GWAS Catalog
GCST90011995	Vascular endothelial growth factor levels	6	EFO_0004762	GWAS Catalog
GCST90012006	Cystatin-B levels	6	EFO_0010593	GWAS Catalog
GCST90012007	Monocyte chemoattractant protein-1 levels	6	EFO_0010596	GWAS Catalog
GCST90012026	Tumor necrosis factor receptor 2 levels	6	EFO_0008384	GWAS Catalog
GCST90012037	Pentraxin-related protein PTX3 levels	6	EFO_0010923	GWAS Catalog
GCST90012063	Agouti-related protein levels	6	EFO_0008016	GWAS Catalog
GCST90019415	Complement component C8 measurement	6	EFO_0008094	GWAS Catalog
GCST90019423	Vitamin K-dependent protein C measurement	6	EFO_0008318	GWAS Catalog
GCST90019427	von Willebrand factor measurement	6	EFO_0004629	GWAS Catalog
GCST90019432	Coagulation factor VII measurement	6	EFO_0004634	GWAS Catalog
GCST90019438	Creatine kinase M-type:Creatine kinase B-type heterodimer measurement	6	EFO_0007937	GWAS Catalog
GCST90019443	Serotransferrin measurement	6	EFO_0007937	GWAS Catalog
NEALE2_104920	Time spent doing light physical activity	6	EFO_0008002	UK Biobank
NEALE2_1339	Non-oily fish intake	6	EFO_0008111	UK Biobank
NEALE2_1389	Pork intake	6	EFO_0008111	UK Biobank
NEALE2_3710	Length of menstrual cycle	6	EFO_0007786	UK Biobank
NEALE2_5100_raw	3mm weak meridian angle (right)	6	EFO_0007814	UK Biobank
NEALE2_5103_raw	3mm weak meridian angle (left)	6	EFO_0007814	UK Biobank
NEALE2_5112_raw	3mm cylindrical power angle (left)	6	EFO_0007814	UK Biobank
NEALE2_5115_raw	3mm cylindrical power angle (right)	6	EFO_0007814	UK Biobank
FINNGEN_R5_Z21_FAMILY_HISTORY_MALIG_NEOPLASM	Family history of malignant neoplasm	4	EFO_0009640	FinnGEN
FINNGEN_R5_Z21_PRESENCE_CARDIAC_VASCULAR_IMPLANTNTS_GRAFTS	Presence of cardiac and vascular implants and grafts	2	NA	FinnGEN
GCST001475	Obesity	6	EFO_0001073	GWAS Catalog
NEALE2_20107_100	None of the above (group 1) | illnesses of father	6	NA	UK Biobank
NEALE2_20111_100	None of the above (group 1) | illnesses of siblings	6	NA	UK Biobank
NEALE2_2644	Light smokers, at least 100 smokes in lifetime	6	NA	UK Biobank
NEALE2_2814	Ever used hormone-replacement therapy (hrt)	6	EFO_0003961	UK Biobank
NEALE2_2834	Bilateral oophorectomy (both ovaries removed)	6	EFO_0009717	UK Biobank
NEALE2_2986	Started insulin within one year diagnosis of diabetes	6	NA	UK Biobank
NEALE2_6155_100	None of the above | vitamin and mineral supplements	6	NA	UK Biobank
NEALE2_728	Number of vehicles in household	6	NA	UK Biobank
SAIGE_696	Psoriasis and related disorders	6	NA	UK Biobank
FINNGEN_R5_ASTHMA_NAS	Asthma, unspecified (mode)	10	EFO_0000270	FinnGEN
FINNGEN_R5_ASTHMA_NAS_EXMORE	Asthma, unspecified (mode) (more control exclusions)	9	EFO_0000270	FinnGEN
FINNGEN_R5_C3_BREAST_HERNEG	Malignant neoplasm of breast, HER-negative	7	MONDO_0000618	FinnGEN
FINNGEN_R5_E4_OBESITYNAS	Obesity, other/unspecified	5	EFO_0001073	FinnGEN
FINNGEN_R5_E4_DMNAS	Unspecified diabetes	7	EFO_0000400	FinnGEN
FINNGEN_R5_K11_ACUTPANC	Acute pancreatitis	8	EFO_1000652	FinnGEN
NEALE2_1508_2	Instant coffee | coffee type	6	EFO_0004330	UK Biobank
NEALE2_20128	Number of fluid intelligence questions attempted within time limit	6	EFO_0004337	UK Biobank
FINNGEN_R5_H7_USEOFEYEANTIALLERGENS	Use of eye-antiallergens (taken as indicator of allergic/atopic conjunctivitis)	4	GO_0042493	FinnGEN
SAIGE_459	Other disorders of circulatory system	6	EFO_0000319	UK Biobank
SAIGE_459_9	Circulatory disease nec	6	EFO_0000319	UK Biobank
FINNGEN_R5_I9_CARDMYOHYP	Cardiomyopathy, Hypertrophic obstructive	20	EFO_0000538	FinnGEN
GCST003724	Bipolar disorder	6	EFO_0000289	GWAS Catalog
GCST90001390	Dementia with Lewy bodies	6	EFO_0006792	GWAS Catalog
NEALE2_2060	Frequency of unenthusiasm / disinterest in last 2 weeks	6	EFO_0004247	UK Biobank
SAIGE_351	Other peripheral nerve disorders	6	EFO_0009387	UK Biobank
FINNGEN_R5_DM_NEPHROPATHY_EXMORE	Diabetic nephropathy (more control exclusions)	3	EFO_0000401	FinnGEN
FINNGEN_R5_H7_KERATITIS	Keratitis	7	EFO_0009449	FinnGEN
GCST90038619	Esophageal disorder	6	EFO_0009544	GWAS Catalog
SAIGE_555_1	Regional enteritis	6	EFO_0000384	UK Biobank
FINNGEN_R5_APPENDICITIS_BROAD	Appendicitis, broad definition	5	EFO_0007149	FinnGEN
FINNGEN_R5_MYELOPROF_NONCML	Myeloproliferative diseases (CML excluded)	8	EFO_0004251	FinnGEN
FINNGEN_R5_POLYCYTVERA	Polycythaemia vera	6	EFO_0002429	FinnGEN
SAIGE_216	Benign neoplasm of skin	6	MONDO_0021440	UK Biobank
FINNGEN_R5_CD2_BENIGN_COLON_EXALLC	Benign neoplasm: Colon (controls excluding all cancers)	6	MONDO_0002278	FinnGEN
FINNGEN_R5_CD2_BENIGN_COLORECANI_EXALLC	Benign neoplasm of colon, rectum, anus and anal canal (controls excluding all cancers)	5	MONDO_0002278, MONDO_0021469	FinnGEN
FINNGEN_R5_O15_OEDEM_PROTUR_HYPERT	Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium	4	MONDO_0045048	FinnGEN
FINNGEN_R5_GEST_DIABETES	Gestational diabetes (for exclusion)	6	EFO_0004593	FinnGEN
FINNGEN_R5_N14_BREAST	Disorders of breast	5	EFO_0009483	FinnGEN
FINNGEN_R5_N14_FEMALEGENNONINF	Noninflammatory disorders of female genital tract	5	EFO_0009549	FinnGEN
FINNGEN_R5_M13_OTHERJOINT	Other joint disorders	9	EFO_1000999	FinnGEN
GCST90060178	Diacylglycerol_34:2_[M+H-H2O]1+ levels	6	EFO_0010353	GWAS Catalog
GCST90060189	Diacylglycerol_36:3_[M+H-H2O]1+ levels	6	EFO_0020062	GWAS Catalog
GCST90060270	Phosphatidylcholine_32:0_[M+H]1+/Phosphatidylethanolamine_35:0_[M+H]1+/Phosphatidate_37:1_[M+NH4]1+ levels	6	EFO_0010226	GWAS Catalog
GCST90060298	Phosphatidylcholine_34:3_[M+H]1+/Phosphatidylethanolamine_37:3_[M+H]1+/Phosphatidate_39:4_[M+NH4]1+ levels	6	EFO_0010226	GWAS Catalog
GCST90060352	Sphingomyelin_40:2_[M+H]1+ levels	6	EFO_0010118	GWAS Catalog
GCST90060355	Phosphatidylcholine-O_37:2_[M+H]1+/Phosphatidylcholine-P_37:1_[M+H]1+/Phosphatidylethanolamine-O_40:2_[M+H]1+ levels	6	EFO_0010226	GWAS Catalog
GCST90060356	Triacylglycerol_46:5_[M+NH4]1+ levels	6	EFO_0004530	GWAS Catalog
GCST90060554	Triacylglycerol_56:5_[M+NH4]1+ levels	6	EFO_0004530	GWAS Catalog
FINNGEN_R5_M13_SOFTTISSUE	Soft tissue disorders	7	EFO_0009470	FinnGEN
FINNGEN_R5_SLE_STRICT	SLE, strict definition	4	EFO_0002690	FinnGEN
FINNGEN_R5_K11_APPENDIX	Diseases of appendix	5	EFO_0009542	FinnGEN
FINNGEN_R5_MYELOPROF	Myeloproliferative diseases	9	EFO_0004251	FinnGEN
FINNGEN_R5_C3_COLORECTAL	Colorectal cancer	3	EFO_0005842	FinnGEN
FINNGEN_R5_CD2_BENIGN_COLORECANI	Benign neoplasm of colon, rectum, anus and anal canal	4	EFO_0003835, EFO_0004288, MONDO_0002165	FinnGEN
NEALE2_20003_1140867876	Prozac 20mg capsule | treatment/medication code	6	EFO_0007010	UK Biobank
NEALE2_20003_1141146138	Lipitor 10mg tablet | treatment/medication code	6	EFO_0007010	UK Biobank
NEALE2_20003_1141176832	Seretide 50 evohaler | treatment/medication code	6	EFO_0007010	UK Biobank
NEALE2_20003_1141195232	Budesonide+formoterol | treatment/medication code	6	EFO_0007010	UK Biobank
NEALE2_20002_1451	Hereditary/genetic haematological disorder | non-cancer illness code, self-reported	6	EFO_0005803	UK Biobank
NEALE2_20002_1417	Nasal polyps | non-cancer illness code, self-reported	6	EFO_1000391	UK Biobank
NEALE2_20002_1464	Rheumatoid arthritis | non-cancer illness code, self-reported	6	EFO_0000685	UK Biobank
FINNGEN_R5_N14_MESNRUIRREG	Excessive, freguent and irrelgular menstruation	5	HP_0000132, HP_0000876, HP_0400007	FinnGEN
FINNGEN_R5_R18_ABNORMAL_FINDI_SECRE_SMEARS_CERVIX_UTERI_VAGINA_VULVA	Abnormal findings in secretions and smears from cervix uteri vagina vulva	6	EFO_0009365	FinnGEN
GCST003375	Glomerular filtration rate (cystatin C)	7	EFO_0004617, EFO_0005208	GWAS Catalog
GCST004432	Platelet-derived growth factor BB levels	7	EFO_0008264	GWAS Catalog
GCST004733	Heart rate variability traits (RMSSD)	7	EFO_0008003	GWAS Catalog
GCST005058	HDL cholesterol	7	EFO_0004612	GWAS Catalog
GCST005073	Triglyceride levels	7	EFO_0004530	GWAS Catalog
GCST006098	Vigorous physical activity	7	EFO_0008002	GWAS Catalog
GCST006942	Feeling lonely	7	EFO_0007865	GWAS Catalog
GCST90007527	Low hand grip strength (60 years and older) (EWGSOP)	7	EFO_0006941	GWAS Catalog
GCST90010170	Serpin A12 levels	7	EFO_0007937	GWAS Catalog
GCST90010304	Pro-cathepsin H levels	7	EFO_0007937	GWAS Catalog
GCST90012020	Lectin-like oxidized LDL receptor 1 levels	7	EFO_0010918	GWAS Catalog
GCST90012048	Thrombomodulin levels	7	EFO_0007774	GWAS Catalog
GCST90012057	C-X-C motif chemokine 6 levels	7	EFO_0008059	GWAS Catalog
GCST90012080	Follistatin levels	7	EFO_0010614	GWAS Catalog
GCST90019403	Coagulation factor XIII measurement	7	EFO_0004634	GWAS Catalog
GCST90019404	Medium-chain specific acyl-CoA dehydrogenase, mitochondrial measurement	7	EFO_0007937	GWAS Catalog
GCST90019411	Serum amyloid A-2 protein measurement	7	EFO_0007937	GWAS Catalog
GCST90019440	Plasminogen measurement	7	EFO_0006309	GWAS Catalog
NEALE2_2966_raw	Age high blood pressure diagnosed	7	EFO_0004325	UK Biobank
NEALE2_4195_raw	Pulse wave reflection index	7	EFO_0009804	UK Biobank
NEALE2_5116_raw	3mm cylindrical power (right)	7	EFO_0007814	UK Biobank
NEALE2_6164_3	Strenuous sports | types of physical activity in last 4 weeks	7	EFO_0008002	UK Biobank
FINNGEN_R5_R18_ABDOMI_PELVIC_PAIN	Abdominal and pelvic pain	1	EFO_0003766	FinnGEN
NEALE2_189_raw	Townsend deprivation index at recruitment	7	EFO_0009711	UK Biobank
NEALE2_20074_raw	Home location at assessment - east co-ordinate (rounded)	7	NA	UK Biobank
NEALE2_2100	Seen a psychiatrist for nerves, anxiety, tension or depression	7	NA	UK Biobank
SAIGE_278	Overweight, obesity and other hyperalimentation	7	EFO_0001073	UK Biobank
FINNGEN_R5_C3_BREAST_HERNEG_EXALLC	Malignant neoplasm of breast, HER-negative (controls excluding all cancers)	9	MONDO_0000618	FinnGEN
FINNGEN_R5_D3_SARCOIDOSIS	Sarcoidosis	7	Orphanet_797	FinnGEN
FINNGEN_R5_E4_HYPERLIPNAS	Hyperlipidaemia, other/unspecified	5	MONDO_0021187	FinnGEN
FINNGEN_R5_E4_THYTOXGOITMULT	Thyrotoxicosis with toxic multinodular goitre	7	HP_0011785	FinnGEN
FINNGEN_R5_H7_CATARACTOTHER	Other cataract	6	EFO_0001059	FinnGEN
NEALE2_20414	Frequency of drinking alcohol	7	EFO_0004329	UK Biobank
NEALE2_943	Frequency of stair climbing in last 4 weeks	7	EFO_0003940	UK Biobank
SAIGE_286_1	Congenital coagulation defects	7	EFO_0009314	UK Biobank
NEALE2_20110_1	Heart disease | illnesses of mother	7	EFO_0000319	UK Biobank
NEALE2_6152_7	Blood clot in the lung | blood clot, dvt, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor	7	EFO_0003827	UK Biobank
SAIGE_411_1	Unstable angina (intermediate coronary syndrome)	7	EFO_1000985	UK Biobank
SAIGE_455	Hemorrhoids	7	EFO_0009552	UK Biobank
FINNGEN_R5_DM_PERIPHATHERO	Peripheral atherosclerosis	8	EFO_0003914	FinnGEN
FINNGEN_R5_FG_DOAAC	Diseases of arteries, arterioles and capillaries (FINNGEN)	4	EFO_0004264	FinnGEN
FINNGEN_R5_I9_CARDMYO	Cardiomyopathy	18	EFO_0000318	FinnGEN
FINNGEN_R5_I9_UAP	Unstable angina pectoris	5	EFO_1000985	FinnGEN
SAIGE_318	Tobacco use disorder	7	EFO_0003768	UK Biobank
FINNGEN_R5_Q17_CYSTIC_KIDNEY_DISEA	Cystic kidney disease	3	EFO_0008615	FinnGEN
GCST90038600	Neurological, eye or psychiatric disease	7	EFO_0000618, EFO_0003966, MONDO_0002025	GWAS Catalog
SAIGE_696_4	Psoriasis	7	EFO_0000676	UK Biobank
SAIGE_704	Diseases of hair and hair follicles	7	MONDO_0002917	UK Biobank
FINNGEN_R5_PSOR_ENTE_ARTHR	Psoriatic and enteropathic arthropathies	4	EFO_0003778	FinnGEN
FINNGEN_R5_ST19_FRACT_FOREA	Fracture of forearm	8	EFO_0003950, EFO_0003957	FinnGEN
SAIGE_274_1	Gout	7	EFO_0004274	UK Biobank
FINNGEN_R5_L12_PSORI_ARTHRO	Arthropathic psoriasis	5	EFO_0003778	FinnGEN
GCST90060231	Cholesteryl ester_20:3_[M+NH4]1+ levels	7	EFO_0010347	GWAS Catalog
GCST90060239	Sphingomyelin_34:1_[M+H]1+ levels	7	EFO_0010118	GWAS Catalog
